Language_ID,Family,Latitude,Longitude,abs_latitude,n_total,n_v_final,n_v_initial,n_concepts,mean_final_cluster,dataset,is_unknown_or_isolate,passes_concept_threshold,has_family,has_abs_latitude,in_primary_sample,Macroarea,_macroarea_merge,macroarea_id_matched,has_macroarea,in_macroarea_sample,macroarea_exclusion_reason
JINGHONG_TAI_LUE_2,Tai-Kadai,22.0,100.77,22.0,49,27,2,40,0.4489795918367347,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINGPHO,Sino-Tibetan,25.33,97.0,25.33,45,17,1,40,0.6222222222222222,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINGPHO_2,Sino-Tibetan,25.33,97.0,25.33,42,15,1,40,0.6666666666666666,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINGPO_YUNNAN_GENGMA_XINZHAI,Sino-Tibetan,23.48,99.4,23.48,44,16,16,40,0.6363636363636364,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JING_GUANGXI_SHANXIN,Austroasiatic,21.59,108.17,21.59,49,33,1,40,0.32653061224489793,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINMAN_BAI,Sino-Tibetan,26.5,98.9,26.5,41,39,5,40,0.04878048780487805,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINO,Sino-Tibetan,22.0,101.0,22.0,39,38,8,39,0.05128205128205128,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINPING_TAI,Tai-Kadai,22.78,103.23,22.78,44,23,1,40,0.4772727272727273,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINXING_BAI,Sino-Tibetan,25.67,99.95,25.67,41,32,2,40,0.2682926829268293,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINXIU_LAKKIA,Tai-Kadai,24.08,110.17,24.08,31,15,1,30,0.5161290322580645,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_BAYANNAOER_LINHE,Sino-Tibetan,40.76,107.38,40.76,43,34,8,37,0.20930232558139536,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_CHANGZHI_TUNLIU,Sino-Tibetan,36.32,112.9,36.32,55,31,11,52,0.43636363636363634,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_DATONG,Sino-Tibetan,40.08,113.29,40.08,36,24,5,32,0.3333333333333333,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_ERLIANHAOTE,Sino-Tibetan,43.65,111.97,43.65,43,34,7,37,0.20930232558139536,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_GAOPING,Sino-Tibetan,35.79,112.93,35.79,61,45,9,61,0.26229508196721313,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_HANDAN,Sino-Tibetan,36.61,114.53,36.61,48,30,5,37,0.3958333333333333,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_HEBI_HEBIJI,Sino-Tibetan,35.97,114.16,35.97,69,44,12,57,0.37681159420289856,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_HUHEHAOTE,Sino-Tibetan,40.84,111.74,40.84,43,32,7,37,0.2558139534883721,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_JINZHONG_MAFANG,Sino-Tibetan,37.54,113.25,37.54,69,47,8,67,0.3188405797101449,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_LINZHOU_1,Sino-Tibetan,36.08,113.81,36.08,37,22,7,36,0.40540540540540543,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_LINZHOU_2,Sino-Tibetan,36.08,113.82,36.08,41,29,5,36,0.2926829268292683,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_LVLIANG_LIULIN,Sino-Tibetan,37.44,110.9,37.44,69,58,12,69,0.15942028985507245,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_PINGSHAN,Sino-Tibetan,38.24,114.19,38.24,41,30,6,37,0.2682926829268293,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_SHUOZHOU_PINGLU,Sino-Tibetan,39.52,112.29,39.52,66,47,13,63,0.2878787878787879,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_TAIYUAN_1,Sino-Tibetan,37.86,112.55,37.86,94,62,15,81,0.3404255319148936,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_TAIYUAN_2,Sino-Tibetan,37.86,112.55,37.86,52,35,10,40,0.3269230769230769,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_TAIYUAN_YANGQU,Sino-Tibetan,37.93,112.52,37.93,82,65,11,69,0.2073170731707317,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_WULANCHABU_JINING,Sino-Tibetan,41.03,113.11,41.03,39,30,7,37,0.23076923076923078,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_XINZHOU,Sino-Tibetan,38.42,112.73,38.42,42,34,6,38,0.19047619047619047,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_XINZHOU_NINGWU,Sino-Tibetan,39.01,112.31,39.01,64,48,10,63,0.25,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_YANGYUAN,Sino-Tibetan,40.1,114.15,40.1,48,41,9,37,0.16666666666666666,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_YULIN_SUIDE,Sino-Tibetan,37.5,110.26,37.5,43,33,6,37,0.23255813953488372,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIN_ZHANGJIAKOU,Sino-Tibetan,40.76,114.88,40.76,43,33,7,36,0.23255813953488372,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIONGNAI_GUANGXI_LONGHUA,Hmong-Mien,24.06,110.14,24.06,34,19,3,34,0.4411764705882353,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIREL,Sino-Tibetan,27.7,86.3,27.7,38,23,0,38,0.39473684210526316,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIRINGAYN,ISOLATE_OR_UNKNOWN__JIRINGAYN,-36.67,149.83,36.67,23,15,0,19,0.34782608695652173,ASJP,True,False,True,True,False,,left_only,False,False,False,fewer_than_20_concepts
JIRIW,Austronesian,-2.14,147.2,2.14,32,22,0,32,0.34375,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JITA,Atlantic-Congo,-1.5,34.0,1.5,44,44,9,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JITA_2,Atlantic-Congo,-1.5,34.0,1.5,36,36,5,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JITA_3,Atlantic-Congo,-1.65,33.85,1.65,78,78,22,74,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JITNU,Guahiboan,6.5,-71.33,6.5,41,13,4,40,0.6829268292682927,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JIULONG_PUMI,Sino-Tibetan,29.0,101.5,29.0,44,44,3,37,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIUQIAN_SUI,Tai-Kadai,25.88,107.84,25.88,84,41,0,84,0.5119047619047619,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIVARO_SHUAR,Chicham,-2.5,-78.0,2.5,49,47,13,39,0.061224489795918366,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JIWEI_HMONG,Hmong-Mien,28.33,109.43,28.33,42,39,4,39,0.07142857142857142,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JJU,Atlantic-Congo,9.92,8.0,9.92,26,11,3,26,0.5769230769230769,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JO,Mande,10.83,-5.5,10.83,14,9,0,12,0.35714285714285715,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
JOFOTEK,Tor-Orya,-2.25,139.3,2.25,37,10,5,37,0.7297297297297297,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JOGHATAY_KHORASANI,Turkic,36.62,57.05,36.62,35,7,8,33,0.8285714285714286,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JOHARI,Sino-Tibetan,29.23,80.08,29.23,27,16,2,26,0.4074074074074074,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JOLA,Atlantic-Congo,13.0,-16.0,13.0,50,13,18,37,0.82,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOMANG,Narrow Talodi,10.58,30.5,10.58,39,22,3,38,0.4358974358974359,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JONAZ_DE_1776,Otomanguean,21.67,-100.5,21.67,18,12,4,17,0.3333333333333333,ASJP,False,False,True,True,False,North America,both,True,True,False,fewer_than_20_concepts
JONK_KHORASANI,Turkic,36.98,59.73,36.98,39,6,10,34,0.8461538461538461,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JOOLA_BANJAL,Atlantic-Congo,12.57,-16.41,12.57,48,8,15,48,0.8333333333333334,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_2,Atlantic-Congo,12.57,-16.41,12.57,84,19,19,84,0.7738095238095238,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_3,Atlantic-Congo,12.57,-16.41,12.57,68,21,12,50,0.6911764705882353,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_4,Atlantic-Congo,12.57,-16.41,12.57,79,21,19,78,0.8227848101265823,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_5,Atlantic-Congo,12.57,-16.41,12.57,79,24,16,79,0.7088607594936709,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_6,Atlantic-Congo,12.57,-16.41,12.57,80,20,17,80,0.775,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_7,Atlantic-Congo,12.57,-16.41,12.57,84,17,17,84,0.7976190476190477,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BANJAL_8,Atlantic-Congo,12.57,-16.41,12.57,84,21,18,84,0.7619047619047619,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BLISS,Atlantic-Congo,12.63,-16.71,12.63,22,10,7,19,0.5909090909090909,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
JOOLA_BLISS_2,Atlantic-Congo,12.63,-16.71,12.63,77,17,20,77,1.0389610389610389,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_BLISS_3,Atlantic-Congo,12.63,-16.71,12.63,76,18,16,76,0.9868421052631579,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_EJAMAT,Atlantic-Congo,12.4,-16.2,12.4,83,18,16,83,0.7951807228915663,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY,Atlantic-Congo,12.94,-16.2,12.94,34,8,7,31,0.7941176470588235,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_10,Atlantic-Congo,12.94,-16.2,12.94,81,13,15,81,0.9012345679012346,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_11,Atlantic-Congo,12.94,-16.2,12.94,82,17,15,82,0.8048780487804879,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_12,Atlantic-Congo,12.94,-16.2,12.94,83,16,18,83,0.8313253012048193,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_13,Atlantic-Congo,12.94,-16.2,12.94,84,13,16,84,0.8809523809523809,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_14,Atlantic-Congo,12.94,-16.2,12.94,80,13,13,80,0.8875,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_15,Atlantic-Congo,12.94,-16.2,12.94,81,11,15,81,0.9012345679012346,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_16,Atlantic-Congo,12.94,-16.2,12.94,84,17,18,84,0.8095238095238095,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_17,Atlantic-Congo,12.94,-16.2,12.94,84,15,17,84,0.8809523809523809,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_18,Atlantic-Congo,12.94,-16.2,12.94,84,12,19,84,0.8809523809523809,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_2,Atlantic-Congo,12.94,-16.2,12.94,57,20,18,52,0.6842105263157895,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_3,Atlantic-Congo,12.94,-16.2,12.94,116,26,19,66,0.8189655172413793,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_4,Atlantic-Congo,12.94,-16.2,12.94,78,35,18,70,0.5769230769230769,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_5,Atlantic-Congo,12.94,-16.2,12.94,76,15,14,76,0.8552631578947368,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_6,Atlantic-Congo,12.94,-16.2,12.94,78,15,13,78,0.8974358974358975,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_7,Atlantic-Congo,12.94,-16.2,12.94,79,12,28,79,0.8987341772151899,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_8,Atlantic-Congo,12.94,-16.2,12.94,80,18,16,80,0.8375,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_FOGNY_9,Atlantic-Congo,12.94,-16.2,12.94,80,16,14,80,0.9625,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_GUSILAY,Atlantic-Congo,12.77,-16.48,12.77,78,23,21,71,0.717948717948718,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_GUSILAY_2,Atlantic-Congo,12.77,-16.48,12.77,79,14,16,79,0.9746835443037974,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_GUSILAY_3,Atlantic-Congo,12.77,-16.48,12.77,84,13,19,84,0.8452380952380952,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KARON,Atlantic-Congo,12.8,-16.69,12.8,40,9,10,38,0.825,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KARON_2,Atlantic-Congo,12.8,-16.69,12.8,79,30,19,79,0.7848101265822784,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KARON_3,Atlantic-Congo,12.8,-16.69,12.8,84,33,16,84,0.6309523809523809,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA,Atlantic-Congo,12.4,-16.3,12.4,33,10,6,30,0.7272727272727273,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_10,Atlantic-Congo,12.4,-16.3,12.4,79,13,14,79,1.0506329113924051,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_11,Atlantic-Congo,12.4,-16.3,12.4,81,13,15,80,1.0246913580246915,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_2,Atlantic-Congo,12.4,-16.3,12.4,79,15,22,51,0.8734177215189873,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_3,Atlantic-Congo,12.4,-16.3,12.4,74,15,6,67,0.8108108108108109,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_4,Atlantic-Congo,12.4,-16.3,12.4,68,14,18,68,0.8235294117647058,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_5,Atlantic-Congo,12.4,-16.3,12.4,72,19,20,69,0.7777777777777778,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_6,Atlantic-Congo,12.4,-16.3,12.4,75,11,18,74,1.04,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_7,Atlantic-Congo,12.4,-16.3,12.4,77,16,18,77,0.935064935064935,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_8,Atlantic-Congo,12.4,-16.3,12.4,77,10,16,77,1.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_9,Atlantic-Congo,12.4,-16.3,12.4,78,11,18,78,1.064102564102564,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_ESUULAALU,Atlantic-Congo,12.55,-16.6,12.55,44,2,13,33,1.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KASA_ESUULAALU_2,Atlantic-Congo,12.55,-16.6,12.55,79,13,19,79,1.0759493670886076,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KEERAK,Atlantic-Congo,12.36,-16.68,12.36,48,6,14,48,0.875,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KEERAK_2,Atlantic-Congo,12.36,-16.68,12.36,80,7,9,74,0.9375,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KEERAK_3,Atlantic-Congo,12.36,-16.68,12.36,80,19,16,80,0.7875,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KWAATAY,Atlantic-Congo,12.48,-16.73,12.48,38,5,3,37,0.9210526315789473,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KWAATAY_2,Atlantic-Congo,12.48,-16.73,12.48,47,10,12,47,0.8085106382978723,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KWAATAY_3,Atlantic-Congo,12.48,-16.73,12.48,50,12,4,49,0.82,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KWAATAY_4,Atlantic-Congo,12.48,-16.73,12.48,81,27,20,81,0.6790123456790124,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_KWAATAY_5,Atlantic-Congo,12.48,-16.73,12.48,83,38,13,83,0.5783132530120482,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_MLOMP,Atlantic-Congo,12.82,-16.51,12.82,78,27,16,78,0.7307692307692307,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_MLOMP_2,Atlantic-Congo,12.82,-16.51,12.82,79,14,13,79,0.8860759493670886,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOOLA_MLOMP_3,Atlantic-Congo,12.82,-16.51,12.82,84,29,16,84,0.6904761904761905,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JOWULU,Mande,10.75,-5.45,10.75,100,48,0,92,0.55,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JRU,Austroasiatic,15.0,106.33,15.0,35,4,3,35,0.8857142857142857,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUANG,Austroasiatic,21.33,86.0,21.33,37,15,16,37,0.5945945945945946,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUBA_ARABIC,Afro-Asiatic,4.0,31.0,4.0,48,23,14,40,0.5208333333333334,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JUDEO_ESPAGNOL,Indo-European,40.0,33.0,40.0,54,38,12,40,0.2962962962962963,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUDEO_IRAQI_ARABIC,Afro-Asiatic,31.53,41.26,31.53,32,14,10,27,0.71875,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUDEO_MOROCCAN_ARABIC,Afro-Asiatic,33.5,-7.5,33.5,40,11,2,34,1.025,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JUDEO_TAT,Indo-European,42.07,48.28,42.07,44,25,7,38,0.5227272727272727,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUDEO_TAT_2,Indo-European,41.4,48.5,41.4,57,29,12,40,0.5789473684210527,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUDEO_TRIPOLITANIAN_ARABIC,Afro-Asiatic,31.96,34.74,31.96,39,15,2,34,0.7948717948717948,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUDEO_TUNISIAN_ARABIC,Afro-Asiatic,31.75,35.25,31.75,28,10,6,27,0.8214285714285714,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUDEO_YEMENI_ARABIC,Afro-Asiatic,15.0,45.0,15.0,4,4,2,2,0.0,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
JUDU_GELAO,Tai-Kadai,23.02,105.07,23.02,35,23,0,34,0.34285714285714286,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUHOAN,Kxa,-19.0,21.0,19.0,57,47,0,38,0.17543859649122806,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JUKUN_MINYJIRR,Nyulnyulan,-17.9,122.4,17.9,16,13,1,13,0.25,ASJP,False,False,True,True,False,Australia,both,True,True,False,fewer_than_20_concepts
JUKUN_TAKUM,Atlantic-Congo,6.92,10.42,6.92,33,32,2,33,0.030303030303030304,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JUKUN_TAKUM_2,Atlantic-Congo,7.45,10.05,7.45,74,73,24,52,0.013513513513513514,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JULA_DE_KONG,Mande,9.09,-4.6,9.09,33,33,1,32,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JULA_VEHICULAIRE,Mande,9.83,-4.67,9.83,35,35,2,32,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JUMARJE_BALA,Indo-European,38.16,71.19,38.16,91,36,8,91,0.7472527472527473,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JUMJUM,Nilotic,10.58,34.0,10.58,38,23,9,38,0.42105263157894735,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JUPDA,Naduhup,0.17,-69.25,0.17,106,10,8,98,0.9433962264150944,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JUQUILA_MIXE,Mixe-Zoque,17.0,-95.83,17.0,89,17,14,76,1.1910112359550562,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JURAY,Austroasiatic,21.5,83.55,21.5,31,13,15,31,0.5806451612903226,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JURCHEN,Tungusic,47.0,130.0,47.0,41,35,15,40,0.14634146341463414,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JURUNA,Tupian,-5.0,-54.5,5.0,39,39,18,39,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JUR_BELI_WULU,Central Sudanic,6.3,29.8,6.3,58,58,0,50,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
K11_CIOKWE,Atlantic-Congo,-6.67,20.0,6.67,37,31,6,36,0.24324324324324326,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
K14_LWENA_1,Atlantic-Congo,-12.0,22.0,12.0,37,37,1,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
K14_LWENA_2,Atlantic-Congo,-12.0,22.0,12.0,38,38,2,37,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
K15_MBUNDA_1,Atlantic-Congo,-14.5,22.33,14.5,37,37,3,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
